timestamp,request_id,metric_name,tier,value,target,passed
2026-01-15T15:53:13.779593,TC009,Zero-Anachronism Rate,trust,100.0,100.0,True
2026-01-15T15:53:13.779593,TC009,Time-to-Insight Efficiency,impact,100.0,99.0,True
2026-01-15T15:53:13.779593,TC009,Blind Spot Detection,impact,0.0,0.4,False
2026-01-15T15:53:13.779881,TC010,E2E Latency,stability,0.0,15.0,True
2026-01-15T15:53:13.779881,TC010,JSON Stability Rate,stability,100.0,99.0,True
2026-01-15T15:53:13.779881,TC010,Zero-Anachronism Rate,trust,100.0,100.0,True
2026-01-15T15:53:13.779881,TC010,Time-to-Insight Efficiency,impact,100.0,99.0,True
2026-01-15T15:53:13.779881,TC010,Blind Spot Detection,impact,0.0,0.4,False
2026-01-15T15:53:13.780243,TC011,E2E Latency,stability,0.0,15.0,True
2026-01-15T15:53:13.780243,TC011,JSON Stability Rate,stability,100.0,99.0,True
2026-01-15T15:53:13.780243,TC011,Zero-Anachronism Rate,trust,100.0,100.0,True
2026-01-15T15:53:13.780243,TC011,Time-to-Insight Efficiency,impact,100.0,99.0,True
2026-01-15T15:53:13.780243,TC011,Blind Spot Detection,impact,0.0,0.4,False
2026-01-15T15:53:13.780608,TC012,E2E Latency,stability,0.0,15.0,True
2026-01-15T15:53:13.780608,TC012,JSON Stability Rate,stability,100.0,99.0,True
2026-01-15T15:53:13.780608,TC012,Zero-Anachronism Rate,trust,100.0,100.0,True
2026-01-15T15:53:13.780608,TC012,Time-to-Insight Efficiency,impact,100.0,99.0,True
2026-01-15T15:53:13.780608,TC012,Blind Spot Detection,impact,0.0,0.4,False
2026-01-15T15:53:13.781026,TC013,E2E Latency,stability,0.0,15.0,True
2026-01-15T15:53:13.781026,TC013,JSON Stability Rate,stability,100.0,99.0,True
2026-01-15T15:53:13.781026,TC013,Zero-Anachronism Rate,trust,100.0,100.0,True
2026-01-15T15:53:13.781026,TC013,Time-to-Insight Efficiency,impact,100.0,99.0,True
2026-01-15T15:53:13.781026,TC013,Blind Spot Detection,impact,0.0,0.4,False
2026-01-15T15:53:13.782021,TC014,E2E Latency,stability,0.0,15.0,True
2026-01-15T15:53:13.782021,TC014,JSON Stability Rate,stability,100.0,99.0,True
2026-01-15T15:53:13.782021,TC014,Zero-Anachronism Rate,trust,100.0,100.0,True
2026-01-15T15:53:13.782021,TC014,Time-to-Insight Efficiency,impact,100.0,99.0,True
2026-01-15T15:53:13.782021,TC014,Blind Spot Detection,impact,0.0,0.4,False
